,house_name,zone,meters,direction,decora,Elevator,floor,year,floorh,totalPrice,unitPrice
10107,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10108,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10109,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10110,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10111,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10112,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10113,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10114,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10115,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10116,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10117,凯润金城 ,1室0厅,48.41平米,北,精装,有电梯,14,2011,中楼层,190,39249
10118,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10119,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10120,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10121,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10122,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10123,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10124,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10125,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10126,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10127,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10128,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10129,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10130,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10131,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10132,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10133,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10134,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10135,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10136,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10137,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10138,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10139,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10140,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10141,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10142,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10143,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10144,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10145,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10146,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10147,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10148,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10149,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10150,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10151,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10152,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10153,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10154,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10155,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10156,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10157,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10158,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10159,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10160,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10161,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10162,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10163,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10164,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10165,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10166,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10167,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10168,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10169,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10170,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10171,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10172,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10173,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10174,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10175,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10176,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10177,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10178,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10179,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10180,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10181,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10182,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10183,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10184,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10185,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10186,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10187,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10188,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10189,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10190,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10191,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10192,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10193,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10194,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10195,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10196,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10197,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10198,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10199,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10200,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10201,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10202,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10203,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10204,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10205,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10206,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10207,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10208,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10209,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10210,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10211,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10212,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10213,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10214,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10215,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10216,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10217,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10218,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10219,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10220,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10221,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10222,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10223,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10224,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10225,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10226,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10227,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10228,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10229,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10230,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10231,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10232,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10233,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10234,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10235,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10236,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10237,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10238,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10239,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10240,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10241,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10242,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10243,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10244,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10245,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10246,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10247,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10248,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10249,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10250,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10251,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10252,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10253,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10254,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10255,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10256,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10257,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10258,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10259,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10260,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10261,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10262,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10263,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10264,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10265,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10266,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10267,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10268,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10269,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10270,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10271,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10272,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10273,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10274,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10275,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10276,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10277,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10278,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10279,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10280,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10281,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10282,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10283,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10284,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10285,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10286,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10287,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10288,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10289,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10290,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10291,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10292,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10293,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10294,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10295,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10296,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10297,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10298,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10299,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10300,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10301,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10302,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10303,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10304,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10305,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10306,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10307,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10308,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10309,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10310,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10311,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10312,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10313,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10314,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10315,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10316,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10317,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10318,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10319,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10320,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10321,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10322,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10323,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10324,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10325,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10326,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10327,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10328,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10329,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10330,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10331,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10332,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10333,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10334,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10335,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10336,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10337,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10338,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10339,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10340,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10341,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10342,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10343,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10344,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10345,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10346,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10347,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10348,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10349,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10350,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10351,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10352,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10353,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10354,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10355,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10356,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10357,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10358,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10359,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10360,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10361,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10362,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10363,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10364,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10365,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10366,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10367,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10368,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10369,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10370,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10371,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10372,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10373,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10374,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10375,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10376,太平门东街 ,2室1厅,62.28平米,南北,其他,无电梯,7,1999,高楼层,185,29705
10377,长江花园 ,4室2厅,179.34平米,南北,其他,有电梯,8,2000,中楼层,710,39590
10378,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10379,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
10380,孝陵卫街99号 ,3室1厅,162.24平米,南,其他,无电梯,7,1992,高楼层,298,18368
10381,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10382,网巾市小区 ,3室2厅,94.56平米,南北,其他,有电梯,7,1996,高楼层,400,42302
10383,西家大塘 ,3室1厅,67平米,南北,其他,有电梯,7,1989,高楼层,280,41792
10384,双井巷 ,3室1厅,74平米,南,简装,有电梯,6,1988,低楼层,415,56082
10385,一枝园小区 ,2室1厅,48.6平米,南,简装,无电梯,7,1990,低楼层,200,41153
10386,凯润金城 ,1室0厅,57.94平米,北,其他,有电梯,27,2011,中楼层,220,37971
10387,钟山花园城陶然居 ,4室2厅,165平米,南北,其他,有电梯,7,2008,高楼层,650,39394
10388,康定里 ,3室1厅,77.58平米,南北,其他,有电梯,7,2002,高楼层,275,35448
10389,金陵御花园 ,3室2厅,224.64平米,东,简装,有电梯,18,2004,高楼层,950,42290
10390,鸿信清新家园 ,4室2厅,156平米,南北,其他,无电梯,6,2003,高楼层,436,27949
10391,中央路262号 ,2室1厅,56平米,南北,简装,有电梯,7,1995,中楼层,300,53572
10392,凯润金城 ,1室0厅,57.94平米,南,其他,有电梯,27,2011,低楼层,206,35555
10393,城开御园 ,1室1厅,87平米,南北,其他,NA,8,NA,低楼层,487,55978
10394,华电一宿舍 ,2室1厅,48平米,南,其他,无电梯,4,1990,高楼层,100,20834
